alarm_vague	symptom_number	symptom_desc	medcode	readcode	readcode_desc
Vague symptom	45	Thromboembolic disease	2065	G742400	Embolism and thrombosis of the femoral artery
Vague symptom	45	Thromboembolic disease	2198	G82z011	Embolism of vein NOS
Vague symptom	45	Thromboembolic disease	2199	G82zz00	Embolism and thrombosis NOS
Vague symptom	45	Thromboembolic disease	2417	G65..13	Vertebro-basilar insufficiency
Vague symptom	45	Thromboembolic disease	2491	G30..12	Coronary thrombosis
Vague symptom	45	Thromboembolic disease	3132	G65..11	Drop attack
Vague symptom	45	Thromboembolic disease	3149	G64z.00	Cerebral infarction NOS
Vague symptom	45	Thromboembolic disease	3392	G801.13	DVT - Deep vein thrombosis
Vague symptom	45	Thromboembolic disease	3576	G801.00	Deep vein phlebitis and thrombophlebitis of the leg
Vague symptom	45	Thromboembolic disease	3585	F051200	Thrombosis lateral sinus
Vague symptom	45	Thromboembolic disease	3704	G307.00	Acute subendocardial infarction
Vague symptom	45	Thromboembolic disease	3714	G74z.00	Arterial embolism and thrombosis NOS
Vague symptom	45	Thromboembolic disease	4017	G32..00	Old myocardial infarction
Vague symptom	45	Thromboembolic disease	4289	G74..00	Arterial embolism and thrombosis
Vague symptom	45	Thromboembolic disease	4539	G742500	Embolism and thrombosis of the popliteal artery
Vague symptom	45	Thromboembolic disease	4607	L414.00	Postnatal deep vein thrombosis
Vague symptom	45	Thromboembolic disease	5185	G64z111	Lateral medullary syndrome
Vague symptom	45	Thromboembolic disease	5268	G650.11	Insufficiency - basilar artery
Vague symptom	45	Thromboembolic disease	5387	G301.00	Other specified anterior myocardial infarction
Vague symptom	45	Thromboembolic disease	5503	G823.00	Embolism and thrombosis of the renal vein
Vague symptom	45	Thromboembolic disease	5602	G64z.12	Cerebellar infarction
Vague symptom	45	Thromboembolic disease	5614	14A8100	H/O: Deep Vein Thrombosis
Vague symptom	45	Thromboembolic disease	5650	G740.12	Aortoiliac obstruction
Vague symptom	45	Thromboembolic disease	5871	14A7.12	H/O: stroke
Vague symptom	45	Thromboembolic disease	6116	G66..13	CVA - Cerebrovascular accident unspecified
Vague symptom	45	Thromboembolic disease	6253	G66..12	Stroke unspecified
Vague symptom	45	Thromboembolic disease	6305	14A7.11	H/O: CVA
Vague symptom	45	Thromboembolic disease	6489	G655.00	Transient global amnesia
Vague symptom	45	Thromboembolic disease	6900	G74y500	Embolism and thrombosis of the subclavian artery
Vague symptom	45	Thromboembolic disease	7174	L43..00	Obstetric pulmonary embolism
Vague symptom	45	Thromboembolic disease	7488	J420.12	Bowel infarction
Vague symptom	45	Thromboembolic disease	7753	14A8.12	H/O: thrombosis
Vague symptom	45	Thromboembolic disease	7780	G667.00	Left sided CVA
Vague symptom	45	Thromboembolic disease	7839	G5yy800	Right ventricular thrombosis
Vague symptom	45	Thromboembolic disease	8071	J420.11	Acute ischaemic colitis and/or enteritis
Vague symptom	45	Thromboembolic disease	8443	G663.00	Brain stem stroke syndrome
Vague symptom	45	Thromboembolic disease	8769	G81..00	Portal vein thrombosis
Vague symptom	45	Thromboembolic disease	8935	G302.00	Acute inferolateral infarction
Vague symptom	45	Thromboembolic disease	8998	G74..11	Arterial embolus and thrombosis
Vague symptom	45	Thromboembolic disease	9255	G802000	Thrombosis of vein of leg
Vague symptom	45	Thromboembolic disease	9364	G74..12	Thrombosis - arterial
Vague symptom	45	Thromboembolic disease	9507	G307000	Acute non-Q wave infarction
Vague symptom	45	Thromboembolic disease	9701	G401.12	Pulmonary embolus
Vague symptom	45	Thromboembolic disease	9985	G64z200	Left sided cerebral infarction
Vague symptom	45	Thromboembolic disease	10280	14AC.00	H/O: pulmonary embolus
Vague symptom	45	Thromboembolic disease	10504	G64z300	Right sided cerebral infarction
Vague symptom	45	Thromboembolic disease	10562	G307100	Acute non-ST segment elevation myocardial infarction
Vague symptom	45	Thromboembolic disease	10794	G656.00	Vertebrobasilar insufficiency
Vague symptom	45	Thromboembolic disease	12139	G300.00	Acute anterolateral infarction
Vague symptom	45	Thromboembolic disease	12229	G30X000	Acute ST segment elevation myocardial infarction
Vague symptom	45	Thromboembolic disease	12833	G668.00	Right sided CVA
Vague symptom	45	Thromboembolic disease	13566	G30..11	Attack - heart
Vague symptom	45	Thromboembolic disease	13567	14AB.00	H/O: TIA
Vague symptom	45	Thromboembolic disease	13571	G30..16	Thrombosis - coronary
Vague symptom	45	Thromboembolic disease	14658	G30z.00	Acute myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	14897	G301z00	Anterior myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	14898	G305.00	Lateral myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	15019	G641.00	Cerebral embolism
Vague symptom	45	Thromboembolic disease	15252	G64z.11	Brainstem infarction NOS
Vague symptom	45	Thromboembolic disease	15253	G740.00	Embolism and thrombosis of the abdominal aorta
Vague symptom	45	Thromboembolic disease	15302	G742z00	Peripheral arterial embolism and thrombosis NOS
Vague symptom	45	Thromboembolic disease	15382	G801600	Thrombophlebitis of the femoral vein
Vague symptom	45	Thromboembolic disease	15661	G310.11	Dressler's syndrome
Vague symptom	45	Thromboembolic disease	15788	G65zz00	Transient cerebral ischaemia NOS
Vague symptom	45	Thromboembolic disease	16250	L414.12	Phlegmasia alba dolens - obstetric
Vague symptom	45	Thromboembolic disease	16408	G32..11	Healed myocardial infarction
Vague symptom	45	Thromboembolic disease	16446	G821.00	Thrombophlebitis migrans
Vague symptom	45	Thromboembolic disease	16507	G65z100	Intermittent cerebral ischaemia
Vague symptom	45	Thromboembolic disease	16517	G640.00	Cerebral thrombosis
Vague symptom	45	Thromboembolic disease	16956	G669.00	Cerebral palsy, not congenital or infantile, acute
Vague symptom	45	Thromboembolic disease	16976	ZV12900	[V] Personal history of pulmonary embolism
Vague symptom	45	Thromboembolic disease	17047	G742B00	Post radiological embolism of lower limb artery
Vague symptom	45	Thromboembolic disease	17133	G30A.00	Mural thrombosis
Vague symptom	45	Thromboembolic disease	17322	G664.00	Cerebellar stroke syndrome
Vague symptom	45	Thromboembolic disease	17464	G32..12	Personal history of myocardial infarction
Vague symptom	45	Thromboembolic disease	17689	G30..17	Silent myocardial infarction
Vague symptom	45	Thromboembolic disease	17847	ZV12811	[V] Personal history DVT- deep vein thrombosis
Vague symptom	45	Thromboembolic disease	17872	G301100	Acute anteroseptal infarction
Vague symptom	45	Thromboembolic disease	18121	G401000	Post operative pulmonary embolus
Vague symptom	45	Thromboembolic disease	18689	G660.00	Middle cerebral artery syndrome
Vague symptom	45	Thromboembolic disease	18830	L414.11	DVT - deep venous thrombosis, postnatal
Vague symptom	45	Thromboembolic disease	18842	G35..00	Subsequent myocardial infarction
Vague symptom	45	Thromboembolic disease	19248	J420300	Acute ischaemic colitis
Vague symptom	45	Thromboembolic disease	19260	G662.00	Posterior cerebral artery syndrome
Vague symptom	45	Thromboembolic disease	19280	G661.00	Anterior cerebral artery syndrome
Vague symptom	45	Thromboembolic disease	19354	G65y.00	Other transient cerebral ischaemia
Vague symptom	45	Thromboembolic disease	19562	ZV12800	[V] Personal history deep vein thrombosis
Vague symptom	45	Thromboembolic disease	20161	F051100	Thrombosis of superior longitudinal sinus
Vague symptom	45	Thromboembolic disease	20676	G820.00	Budd - Chiari syndrome (hepatic vein thrombosis)
Vague symptom	45	Thromboembolic disease	21118	G651000	Vertebro-basilar artery syndrome
Vague symptom	45	Thromboembolic disease	21337	14A8.11	H/O: embolism
Vague symptom	45	Thromboembolic disease	21854	G5yy700	Left ventricular thrombosis
Vague symptom	45	Thromboembolic disease	22006	F051000	Thrombosis cavernous sinus
Vague symptom	45	Thromboembolic disease	22038	G801D00	Deep vein thrombosis of lower limb
Vague symptom	45	Thromboembolic disease	22874	14AD.00	H/O ventricular fibrillation
Vague symptom	45	Thromboembolic disease	23465	G652.00	Subclavian steal syndrome
Vague symptom	45	Thromboembolic disease	23477	G740.14	Saddle embolus
Vague symptom	45	Thromboembolic disease	23579	G310.00	Postmyocardial infarction syndrome
Vague symptom	45	Thromboembolic disease	23588	L414200	Postnatal deep vein thrombosis with postnatal complication
Vague symptom	45	Thromboembolic disease	23667	L413.00	Antenatal deep vein thrombosis
Vague symptom	45	Thromboembolic disease	23671	G63y000	Cerebral infarct due to thrombosis of precerebral arteries
Vague symptom	45	Thromboembolic disease	23708	G361.00	Atrial septal defect/curr comp folow acut myocardal infarct
Vague symptom	45	Thromboembolic disease	23765	G82z111	Penis vein thrombosis
Vague symptom	45	Thromboembolic disease	23892	G304.00	Posterior myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	23942	G650.00	Basilar artery syndrome
Vague symptom	45	Thromboembolic disease	24126	G360.00	Haemopericardium/current comp folow acut myocard infarct
Vague symptom	45	Thromboembolic disease	24444	G401.11	Infarction - pulmonary
Vague symptom	45	Thromboembolic disease	24446	G63y100	Cerebral infarction due to embolism of precerebral arteries
Vague symptom	45	Thromboembolic disease	24720	J420.13	Gangrene - intestine
Vague symptom	45	Thromboembolic disease	25478	G801.12	Deep vein thrombosis, leg
Vague symptom	45	Thromboembolic disease	25615	G64z000	Brainstem infarction
Vague symptom	45	Thromboembolic disease	26424	G64z400	Infarction of basal ganglia
Vague symptom	45	Thromboembolic disease	26650	G82..00	Other venous embolism and thrombosis
Vague symptom	45	Thromboembolic disease	26873	L413.11	DVT - deep venous thrombosis, antenatal
Vague symptom	45	Thromboembolic disease	27284	G801z00	Deep vein phlebitis and thrombophlebitis of the leg NOS
Vague symptom	45	Thromboembolic disease	27307	J420y00	Mesenteric thrombus NOS
Vague symptom	45	Thromboembolic disease	27408	J420x00	Mesenteric embolus NOS
Vague symptom	45	Thromboembolic disease	27494	G74y300	Embolism and thrombosis of the iliac artery unspecified
Vague symptom	45	Thromboembolic disease	27688	G82z.00	Embolism and thrombosis NOS
Vague symptom	45	Thromboembolic disease	27951	G31..00	Other acute and subacute ischaemic heart disease
Vague symptom	45	Thromboembolic disease	27975	G641000	Cerebral infarction due to embolism of cerebral arteries
Vague symptom	45	Thromboembolic disease	28004	G74..13	Arterial embolic and thrombotic occlusion
Vague symptom	45	Thromboembolic disease	28062	G743.00	Embolism and thrombosis of other and unspec parts aorta
Vague symptom	45	Thromboembolic disease	28309	F051300	Thrombosis transverse sinus
Vague symptom	45	Thromboembolic disease	28736	G30y000	Acute atrial infarction
Vague symptom	45	Thromboembolic disease	29372	G742100	Embolism and thrombosis of the radial artery
Vague symptom	45	Thromboembolic disease	29553	G366.00	Thrombosis atrium,auric append&vent/curr comp foll acute MI
Vague symptom	45	Thromboembolic disease	29643	G303.00	Acute inferoposterior infarction
Vague symptom	45	Thromboembolic disease	29758	G30X.00	Acute transmural myocardial infarction of unspecif site
Vague symptom	45	Thromboembolic disease	30330	G309.00	Acute Q-wave infarct
Vague symptom	45	Thromboembolic disease	30421	G30..13	Cardiac rupture following myocardial infarction (MI)
Vague symptom	45	Thromboembolic disease	30454	G5yy600	Atrial thrombosis
Vague symptom	45	Thromboembolic disease	30495	G742300	Embolism and thrombosis of an arm artery NOS
Vague symptom	45	Thromboembolic disease	30743	G801000	Phlebitis of the femoral vein
Vague symptom	45	Thromboembolic disease	31313	L430.00	Obstetric air pulmonary embolism
Vague symptom	45	Thromboembolic disease	31390	F051.00	Thrombosis of central nervous system venous sinuses
Vague symptom	45	Thromboembolic disease	31460	G74y700	Embolism and thrombosis of the axillary artery
Vague symptom	45	Thromboembolic disease	31900	G740.11	Aortic bifurcation syndrome
Vague symptom	45	Thromboembolic disease	32002	G801B00	Deep vein thrombophlebitis of the leg unspecified
Vague symptom	45	Thromboembolic disease	32235	G74y.00	Embolism and thrombosis of other specified artery
Vague symptom	45	Thromboembolic disease	32272	G38..00	Postoperative myocardial infarction
Vague symptom	45	Thromboembolic disease	32634	G74y100	Embolism and/or thrombosis of the internal iliac artery
Vague symptom	45	Thromboembolic disease	32854	G30B.00	Acute posterolateral myocardial infarction
Vague symptom	45	Thromboembolic disease	33377	G651.00	Vertebral artery syndrome
Vague symptom	45	Thromboembolic disease	33499	G665.00	Pure motor lacunar syndrome
Vague symptom	45	Thromboembolic disease	33761	K138011	Renal artery embolus
Vague symptom	45	Thromboembolic disease	34135	14A7.00	H/O: CVA/stroke
Vague symptom	45	Thromboembolic disease	34159	G742000	Embolism and thrombosis of the brachial artery
Vague symptom	45	Thromboembolic disease	34687	7A09311	Trendelenburg pulmonary embolectomy
Vague symptom	45	Thromboembolic disease	34758	G641.11	Cerebral embolus
Vague symptom	45	Thromboembolic disease	34803	G30y.00	Other acute myocardial infarction
Vague symptom	45	Thromboembolic disease	35297	G82y.00	Other embolism and thrombosis
Vague symptom	45	Thromboembolic disease	35521	J420.16	Mesenteric thrombus and/or embolus
Vague symptom	45	Thromboembolic disease	35674	14A3.00	H/O: myocardial infarct <60
Vague symptom	45	Thromboembolic disease	35752	J420z00	Acute intestinal vascular insufficiency NOS
Vague symptom	45	Thromboembolic disease	36423	G36..00	Certain current complication follow acute myocardial infarct
Vague symptom	45	Thromboembolic disease	36568	F050.00	Embolism of central nervous system venous sinus
Vague symptom	45	Thromboembolic disease	36673	J420.18	Mesenteric thrombosis
Vague symptom	45	Thromboembolic disease	36717	G640000	Cerebral infarction due to thrombosis of cerebral arteries
Vague symptom	45	Thromboembolic disease	37657	G362.00	Ventric septal defect/curr comp fol acut myocardal infarctn
Vague symptom	45	Thromboembolic disease	37849	G82z000	Embolus of vein NOS
Vague symptom	45	Thromboembolic disease	37935	J420.00	Acute intestinal vascular insufficiency
Vague symptom	45	Thromboembolic disease	37947	G676.00	Nonpyogenic venous sinus thrombosis
Vague symptom	45	Thromboembolic disease	38099	G80y.11	Phlebitis and/or thrombophlebitis of iliac vein
Vague symptom	45	Thromboembolic disease	38372	SP32100	Thromboembolism after infusion
Vague symptom	45	Thromboembolic disease	38609	G351.00	Subsequent myocardial infarction of inferior wall
Vague symptom	45	Thromboembolic disease	39344	G676000	Cereb infarct due cerebral venous thrombosis, nonpyogenic
Vague symptom	45	Thromboembolic disease	39449	G312.00	Coronary thrombosis not resulting in myocardial infarction
Vague symptom	45	Thromboembolic disease	40399	14A4.00	H/O: myocardial infarct >60
Vague symptom	45	Thromboembolic disease	40429	G301000	Acute anteroapical infarction
Vague symptom	45	Thromboembolic disease	41095	G801400	Phlebitis of the posterior tibial vein
Vague symptom	45	Thromboembolic disease	41180	F053.00	Thrombophlebitis of central nervous system venous sinuses
Vague symptom	45	Thromboembolic disease	41221	G30y200	Acute septal infarction
Vague symptom	45	Thromboembolic disease	41597	G74yz00	Embolism and thrombosis of other arteries NOS
Vague symptom	45	Thromboembolic disease	41835	G384.00	Postoperative subendocardial myocardial infarction
Vague symptom	45	Thromboembolic disease	42158	G801500	Deep vein phlebitis of the leg unspecified
Vague symptom	45	Thromboembolic disease	42506	G801C00	Deep vein thrombosis of leg related to air travel
Vague symptom	45	Thromboembolic disease	43555	G822.00	Embolism and thrombosis of the vena cava
Vague symptom	45	Thromboembolic disease	43623	K138000	Renal artery embolism
Vague symptom	45	Thromboembolic disease	44085	G742.00	Embolism and thrombosis of an arm or leg artery
Vague symptom	45	Thromboembolic disease	44192	L431.00	Amniotic fluid pulmonary embolism
Vague symptom	45	Thromboembolic disease	44404	L43z400	Obstetric pulmonary embolism NOS with postnatal complication
Vague symptom	45	Thromboembolic disease	44765	G653.00	Carotid artery syndrome hemispheric
Vague symptom	45	Thromboembolic disease	44835	G742900	Embolism and thrombosis of a leg artery NOS
Vague symptom	45	Thromboembolic disease	45343	J420000	Embolus of the superior mesenteric artery
Vague symptom	45	Thromboembolic disease	45645	G741.00	Embolism and thrombosis of the thoracic aorta
Vague symptom	45	Thromboembolic disease	45740	7A09300	Open embolectomy of pulmonary artery
Vague symptom	45	Thromboembolic disease	45809	G350.00	Subsequent myocardial infarction of anterior wall
Vague symptom	45	Thromboembolic disease	46017	G30yz00	Other acute myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	46112	G380.00	Postoperative transmural myocardial infarction anterior wall
Vague symptom	45	Thromboembolic disease	46166	G35X.00	Subsequent myocardial infarction of unspecified site
Vague symptom	45	Thromboembolic disease	46276	G381.00	Postoperative transmural myocardial infarction inferior wall
Vague symptom	45	Thromboembolic disease	47503	14A8.00	H/O: thrombo-embolism
Vague symptom	45	Thromboembolic disease	47642	G64z100	Wallenberg syndrome
Vague symptom	45	Thromboembolic disease	47665	G74y800	Embolism and thrombosis of the coeliac artery
Vague symptom	45	Thromboembolic disease	48920	G801E00	Deep vein thrombosis of leg related to intravenous drug use
Vague symptom	45	Thromboembolic disease	49269	L432.00	Obstetric blood-clot pulmonary embolism
Vague symptom	45	Thromboembolic disease	49490	G74y900	Embolism and thrombosis of the hepatic artery
Vague symptom	45	Thromboembolic disease	49715	F05..00	Phlebitis and thrombophlebitis of intracranial sinuses
Vague symptom	45	Thromboembolic disease	50372	14AH.00	H/O: Myocardial infarction in last year
Vague symptom	45	Thromboembolic disease	50594	G654.00	Multiple and bilateral precerebral artery syndromes
Vague symptom	45	Thromboembolic disease	51194	K138200	Renal artery thrombosis
Vague symptom	45	Thromboembolic disease	51574	G740.13	Leriche's syndrome
Vague symptom	45	Thromboembolic disease	51767	G666.00	Pure sensory lacunar syndrome
Vague symptom	45	Thromboembolic disease	52679	L417.00	Obstetric cerebral venous thrombosis
Vague symptom	45	Thromboembolic disease	53745	Gyu6400	[X]Other cerebral infarction
Vague symptom	45	Thromboembolic disease	54205	J420200	Thrombus of the superior mesenteric veins
Vague symptom	45	Thromboembolic disease	54663	G801100	Phlebitis of the popliteal vein
Vague symptom	45	Thromboembolic disease	54865	G74y000	Embolism and/or thrombosis of the common iliac artery
Vague symptom	45	Thromboembolic disease	55247	G65z000	Impending cerebral ischaemia
Vague symptom	45	Thromboembolic disease	55661	G801700	Thrombophlebitis of the popliteal vein
Vague symptom	45	Thromboembolic disease	55883	F053000	Thrombophlebitis of cavernous sinus
Vague symptom	45	Thromboembolic disease	55885	F050000	Embolism cavernous sinus
Vague symptom	45	Thromboembolic disease	55974	L417100	Cerebral venous thrombosis in the puerperium
Vague symptom	45	Thromboembolic disease	56919	G74y200	Embolism and/or thrombosis of the external iliac artery
Vague symptom	45	Thromboembolic disease	57100	G820.11	Hepatic vein thrombosis
Vague symptom	45	Thromboembolic disease	58023	G80y600	Thrombophlebitis of the external iliac vein
Vague symptom	45	Thromboembolic disease	58166	G80y400	Thrombophlebitis of the common iliac vein
Vague symptom	45	Thromboembolic disease	59005	J420100	Thrombus of the superior mesenteric artery
Vague symptom	45	Thromboembolic disease	59059	L433.12	Septic obstetric embolism
Vague symptom	45	Thromboembolic disease	59189	G363.00	Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI
Vague symptom	45	Thromboembolic disease	59940	G364.00	Ruptur chordae tendinae/curr comp fol acute myocard infarct
Vague symptom	45	Thromboembolic disease	61203	L413z00	Antenatal deep vein thrombosis NOS
Vague symptom	45	Thromboembolic disease	61204	L414z00	Postnatal deep vein thrombosis NOS
Vague symptom	45	Thromboembolic disease	61366	F051z00	Thrombosis of central nervous system venous sinus NOS
Vague symptom	45	Thromboembolic disease	61760	G801A00	Thrombophlebitis of the posterior tibial vein
Vague symptom	45	Thromboembolic disease	61898	J420.14	Mesenteric embolus
Vague symptom	45	Thromboembolic disease	62368	G742200	Embolism and thrombosis of the ulnar artery
Vague symptom	45	Thromboembolic disease	62626	G30y100	Acute papillary muscle infarction
Vague symptom	45	Thromboembolic disease	62855	Gyu8200	[X]Embolism and thrombosis of other specified veins
Vague symptom	45	Thromboembolic disease	63467	G306.00	True posterior myocardial infarction
Vague symptom	45	Thromboembolic disease	64467	F050100	Embolism superior longitudinal sinus
Vague symptom	45	Thromboembolic disease	65459	7A0A100	Percutaneous transluminal embolectomy of pulmonary artery
Vague symptom	45	Thromboembolic disease	65630	F161100	Myelopathy due to arterial thrombosis of spinal cord
Vague symptom	45	Thromboembolic disease	65725	L413000	Antenatal deep vein thrombosis unspecified
Vague symptom	45	Thromboembolic disease	65855	F05z.00	Phlebitis or thrombophlebitis of CNS venous sinus NOS
Vague symptom	45	Thromboembolic disease	66817	L431200	Amniotic fluid pulm embolism - delivered + p/n complication
Vague symptom	45	Thromboembolic disease	66873	14AK.00	H/O: Stroke in last year
Vague symptom	45	Thromboembolic disease	66981	G74y600	Embolism and thrombosis of the splenic artery
Vague symptom	45	Thromboembolic disease	67006	L096400	Pulmonary embolism following abortive pregnancy
Vague symptom	45	Thromboembolic disease	67653	G801200	Phlebitis of the anterior tibial vein
Vague symptom	45	Thromboembolic disease	67722	J420.17	Mesenteric embolism
Vague symptom	45	Thromboembolic disease	68438	L43..11	Obstetric pulmonary embolus
Vague symptom	45	Thromboembolic disease	68748	G38z.00	Postoperative myocardial infarction, unspecified
Vague symptom	45	Thromboembolic disease	69232	G742600	Embolism and thrombosis of the anterior tibial artery
Vague symptom	45	Thromboembolic disease	69474	G365.00	Rupture papillary muscle/curr comp fol acute myocard infarct
Vague symptom	45	Thromboembolic disease	69686	L417000	Cerebral venous thrombosis in pregnancy
Vague symptom	45	Thromboembolic disease	69921	L414000	Postnatal deep vein thrombosis unspecified
Vague symptom	45	Thromboembolic disease	70455	F053100	Thrombophlebitis of superior longitudinal venous sinus
Vague symptom	45	Thromboembolic disease	70467	G80y800	Phlebitis and thrombophlebitis of the iliac vein NOS
Vague symptom	45	Thromboembolic disease	71860	G742700	Embolism and thrombosis of the dorsalis pedis artery
Vague symptom	45	Thromboembolic disease	72562	G353.00	Subsequent myocardial infarction of other sites
Vague symptom	45	Thromboembolic disease	73569	L43z.00	Obstetric pulmonary embolism NOS
Vague symptom	45	Thromboembolic disease	73624	L431100	Amniotic fluid pulmonary embolism - delivered
Vague symptom	45	Thromboembolic disease	74612	L4359O	
Vague symptom	45	Thromboembolic disease	79489	L4379F	
Vague symptom	45	Thromboembolic disease	80986	L4300NM	
Vague symptom	45	Thromboembolic disease	82942	L4170G	
Vague symptom	45	Thromboembolic disease	84404	F050300	Embolism transverse sinus
Vague symptom	45	Thromboembolic disease	85133	L4331	
Vague symptom	45	Thromboembolic disease	89238	7A0B000	Pulmonary thromboendarterectomy
Vague symptom	45	Thromboembolic disease	91282	G80y700	Thrombophlebitis of the iliac vein unspecified
Vague symptom	45	Thromboembolic disease	91627	Gyu6300	[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Vague symptom	45	Thromboembolic disease	92580	G742A00	Post radiological embolism of upper limb artery
Vague symptom	45	Thromboembolic disease	94405	L413100	Antenatal deep vein thrombosis - delivered
Vague symptom	45	Thromboembolic disease	94482	Gyu6G00	[X]Cereb infarct due unsp occlus/stenos precerebr arteries
Vague symptom	45	Thromboembolic disease	94496	G80y500	Thrombophlebitis of the internal iliac vein
Vague symptom	45	Thromboembolic disease	95077	G801800	Thrombophlebitis of the anterior tibial vein
Vague symptom	45	Thromboembolic disease	96209	G401100	Recurrent pulmonary embolism
Vague symptom	45	Thromboembolic disease	96838	Gyu3400	[X]Acute transmural myocardial infarction of unspecif site
Vague symptom	45	Thromboembolic disease	97367	L43z100	Obstetric pulmonary embolism NOS - delivered
Vague symptom	45	Thromboembolic disease	97808	G822000	Thrombosis of inferior vena cava
Vague symptom	45	Thromboembolic disease	97853	Gyu8000	[X]Phlebitis+thrombophlebitis/oth deep vessls/low extremites
Vague symptom	45	Thromboembolic disease	98526	G801F00	Deep vein thrombosis of peroneal vein
Vague symptom	45	Thromboembolic disease	98639	L43zz00	Obstetric pulmonary embolism NOS
Vague symptom	45	Thromboembolic disease	99532	G742800	Embolism and thrombosis of the posterior tibial artery
Vague symptom	45	Thromboembolic disease	100103	G824.00	Axillary vein thrombosis
Vague symptom	45	Thromboembolic disease	100139	14AT.00	History of myocardial infarction
Vague symptom	45	Thromboembolic disease	100502	L413200	Antenatal deep vein thrombosis with antenatal complication
Vague symptom	45	Thromboembolic disease	101655	9kg..00	Deep vein thrombosis - enhanced services administration
Vague symptom	45	Thromboembolic disease	101733	G67A.00	Cerebral vein thrombosis
Vague symptom	45	Thromboembolic disease	101944	L43z000	Obstetric pulmonary embolism NOS, unspecified
Vague symptom	45	Thromboembolic disease	102444	G41y100	Thromboembolic pulmonary hypertension
Vague symptom	45	Thromboembolic disease	102776	9kg0.00	DVT stage 1 service level - enhanced services administration
Vague symptom	45	Thromboembolic disease	102777	9kg1.00	DVT stage 2 service level - enhanced services administration
Vague symptom	45	Thromboembolic disease	104290	9kg0.11	DVT enhanced services administration stage 1 service level
Vague symptom	45	Thromboembolic disease	104342	G801G00	Recurrent deep vein thrombosis
Vague symptom	45	Thromboembolic disease	104392	G8y4.00	Postthrombotic syndrome
Vague symptom	45	Thromboembolic disease	105202	14AB000	H/O amaurosis fugax
Vague symptom	45	Thromboembolic disease	105403	G825.00	Thrombosis of subclavian vein
Vague symptom	45	Thromboembolic disease	105738	G657.00	Carotid territory transient ischaemic attack
Vague symptom	45	Thromboembolic disease	106482	G801900	Thrombophlebitis of the dorsalis pedis vein
Vague symptom	45	Thromboembolic disease	106566	8CMWA00	On deep vein thrombosis care pathway
Vague symptom	45	Thromboembolic disease	106812	G383.00	Postoperative transmural myocardial infarction unspec site
Vague symptom	45	Thromboembolic disease	106850	G826.00	Thrombosis of internal jugular vein
Vague symptom	45	Thromboembolic disease	107023	9kg2.00	DVT stage 3 service level - enhanced services administration
Vague symptom	45	Thromboembolic disease	107851	G827.00	Thrombosis of external jugular vein
